ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DEPARTAMENTO,NOMBRE_TARIFA_PLAN,TARIFA_NORMAL,TARIFA_REDUCIDA,TARIFA_SUPER_REDUCIDA,SMS_LIBRES,RED_DESTINO,TARIFA_SMS_ADICIONAL,MB_DISPONIBLES,ORIGEN_LLAMADA,PRECIO_MENSUAL,PRECIO_MB_ADICIONAL,DENOMINACION_TECNOLOGIA,TIPO_PAGO,OTROS_BENEFICIOS
9821,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO DE MINUTOS HOME 4,50,50,50,0,,0.20,0,,50,0,,,
12485,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL 50,1.15,1.15,1.15,0,,0.20,0,,50,0.029,,,
12553,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,ABIERTO VIVA 750,0.80,0.80,0.80,20,,0.20,0,,500,0.029,,,
13692,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,WSLC  XXS ,0,0,0,0,,0,0,,40,0,,,
10858,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 99,0.70,0.50,0,5,,0.20,7168,,99,0.02,,,
12480,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL INTELIGENTE 50,1.30,1.30,1.30,10,,0.20,150,,50,0.029,,,
7390,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XSMALL  CORPORATIVO EXACTO ,0.60,0.50,0,5,,0.20,0,,55,0.02,,,
12508,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO LIBRE,1.45,0.95,0.70,0,,0.20,0,,0,0.029,,,
11795,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN BASE 0   PARAMOUNT    ,0,0,0,0,,0,0,,29,0,,,
11217,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO 300 PLUS,0.80,0.68,0.5,0,,0.2,0,,0,0.029,,,
13740,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 300,0.80,0.69,0.69,0,,0.20,0,,300,0.03,,,
12569,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN M FACIL,1,1,1,0,,0.20,2000,,250,0.029,,,
12494,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 30,1.25,1.25,1.25,0,,0.20,0,,30,0.029,,,
12505,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO SEGUNDO A SEGUNDO,1.70,0.72,0.56,0,,0.2,0,,0,0.029,,,
13733,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,TIGO GSM 650,0.80,0.80,0.80,0,,0.20,0,,650,0.03,,,
13693,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,WSLC  XS ,0,0,0,0,,0,0,,40,0,,,
12319,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,BOLSA MICRO EMPRESA 400 ,1.2,1.2,1.2,0,,0.2,0,,499,0.03,,,
12487,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL 200,0.80,0.80,0.80,0,,0.20,0,,200,0.029,,,
11289,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 350,0.85,0.85,0.85,0,,0.20,6000,,350,0.03,,,
12517,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO FACIL 100,0.90,0.67,0.67,0,,0.20,0,,100,0.029,,,
11775,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC FLEXIBLE 160   PARAMOUNT    ,"1,06","1,06","1,06",0,,020,0,,189,29,,,
12521,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,MEGA INTELIGENTE 130,1.25,1.25,1.25,20,,0.20,1600,,130,0.029,,,
7395,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SMALL  INSTITUCION PUBLICA ,0.80,0.66,0,5,,0.20,0,,70,0.02,,,
12982,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 250 PLUS,0.65,0.65,0.65,0,,0.20,18000,,250,0.03,,,
12522,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,LIBRE,1,1,1,0,,0,20000,,249,0.029,,,
9802,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,NEGOCIO PLUS 750,0.88,0.88,0.88,200,,0.20,20000,,750,0.03,,,
12979,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 100 PLUS,0.75,0.75,0.75,0,,0.20,5000,,100,0.03,,,
13662,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 395,0.80,0.80,0.80,ilimitado,,0.20,20000,,395,0.03,,,
12572,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN L PLUS,1,1,1,0,,0.20,6000,,350,0.029,,,
11433,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 500,0.60,0.50,-,5,,0.20,ILIMITADO,,500,0.02,,,
11437,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 140,0.70,0.50,0,5,,0.20,12288,,140,0.02,,,
11786,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN M   PARAMOUNT    ,1,1,1,0,,0.20,4000,,279,0.029,,,
13738,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 250,0.83,0.69,0.69,0,,0.20,0,,250,0.03,,,
12483,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL INTELIGENTE 100,1.15,1.15,1.15,20,,0.20,305,,100,0.029,,,
9874,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FF SMS 100,1,1,1,150,,0.20,0,,100,0.03,,,
13659,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 225,0.80,0.80,0.80,ILIMITADO,,0.20,13000,,225,0.03,,,
11525,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ADICIONAL TIGO TOTAL,0.80,0.80,0.80,ILIMITADO,,0,ILIMITADO,,151,0,,,
11693,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN S   PARAMOUNT    ,1,1,1,0,,0.20,2500,,179,0.029,,,
12519,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,MEGA INTELIGENTE 80,1.30,1.30,1.30,10,,0.20,1100,,80,0.029,,,
12561,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN XS PLUS,1,1,1,0,,0.20,1500,,100,0.029,,,
11780,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC FLEXIBLE 280   PARAMOUNT    ,"1,00","1,00","1,00",0,,.20,0,,309,0.029,,,
11793,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN XL PLUS   PARAMOUNT    ,1,1,1,0,,0.20,8500,,529,0.029,,,
12501,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,BOLSA PYME EXACTA 700,0.90,0.90,0.90,0,,0.20,0,,700,0.029,,,
11776,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC FLEXIBLE 180   PARAMOUNT    ,"1,04","1,04","1,04",0,,0.20,0,,209,0.029,,,
13742,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 480,1.20,0.79,0.79,0,,0.20,0,,480,0.03,,,
7412,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,RECARGA MAYORISTA,1.35,0.57,0.44,0,,0.20,0,,0,0,,,
12573,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN L,1,1,1,0,,0.20,5000,,350,0.029,,,
11285,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 100,0.85,0.85,0.85,0,,0.20,1000,,100,0.03,,,
7411,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,RECARGA AL PASO,1.21,0.55,0.41,0,,0.20,0,,0,0.02,,,
10913,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SIMPLE ILIMITADO 50,0.80,0.54,0.40,0,,0.20,2048,,50,0.02,,,
12499,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,BOLSA PYME EXACTA 300,1.10,1.10,1.10,0,,0.20,0,,300,0.029,,,
13160,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 30,0.85,0.69,0.69,0,,0.20,0,,30,0.03,,,
12507,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPAGO MULTIPLICADOR,1.59,1,0.79,0,,0.20,0,,0,0.029,,,
12717,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PREPLAN PLUS,1.59,1,0.79,0,,0.2,0,,0,0.029,,,
8220,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 300,0.80,0.80,0.80,0,,0.20,0,,300,0.029,,,
13695,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,WSLC  L ,0,0,0,0,,0,0,,35,0,,,
12533,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 1000,0.8,0.8,0.8,200,,0.20,15005,,1000,0.029,,,
13691,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,RPE  DE 201 A M  S LINEAS ,0,0,0,0,,0,0,,30,0,,,
12974,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 250,0.65,0.65,0.65,0,,0.20,18000,,250,0.03,,,
9864,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MINISMART FF 380,0.81,0.69,0.69,0,,0.20,600,,380,0.03,,,
12981,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 200 PLUS,0.65,0.65,0.65,0,,0.20,15000,,200,0.03,,,
10909,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,SIMPLE ILIMITADO 30,0.80,0.54,0.40,0,,0.20,600,,30,0.02,,,
11429,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,GIGAPLAN 145,0.70,0.50,-,5,,0.20,16384,,145,0.02,,,
9788,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,ENTERPRISE ADVANCED 150,0.85,0.85,0.85,50,,0.20,1500,,150,0.03,,,
11698,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PLAN S PLUS   PARAMOUNT    ,1,1,1,0,,0.20,3000,,179,0.052,,,
7432,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA SMART FACIL 99,0.85,0.69,0.69,0,,0.20,500,,99,0.15,,,
11813,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 400   PARAMOUNT    ,0.8,0.8,0.8,180,,0.20,4000,,429,0.029,,,
9970,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO SMS,NA,NA,NA,8,,0.20,NA,,1.5,0.03,,,
8152,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,A TU MEDIDA   PLAN XXL PLUS,1,1,1,0,,0.20,11000,,750,0.029,,,
11145,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,PREPAGO,1.20,0.54,0.4,0,,0.20,0,,0,0.02,,,
7398,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XLARGE  INSTITUCION PUBLICA ,0.80,0.60,0,5,,0.20,0,,50,0.02,,,
12534,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 100,1.15,1.15,1.15,20,,0.20,305,,100,0.029,,,
7459,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA MINICABINA 100,0.80,0.80,0.80,0,,0.20,0,,100,0.03,,,
9792,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,NEGOCIO 225,0.85,0.85,0.85,200,,0.20,10000,,225,0.03,,,
7396,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,MEDIUM  INSTITUCION PUBLICA ,0.80,0.66,0,5,,0.20,0,,65,0.02,,,
11288,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 250,0.85,0.85,0.85,0,,0.20,5000,,250,0.03,,,
7400,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XXSMALL  SIMPLE ,1.20,0.66,0,0,,0.20,0,,30,0.02,,,
11254,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,MEGA PLAN 330,0.80,0.80,0.80,ILIMITADO,,0.20,25000,,330,0.03,,,
11633,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,WOW PLUS ,1,1,1,1000,,0.20,ilimitados,,169,0,,,
12983,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,EMPRESA 350 PLUS,0.65,0.65,0.65,0,,0.20,25000,,350,0.03,,,
9971,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO SMS ,NA,NA,NA,20,,0.20,NA,,3.9,0.03,,,
12515,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,POSTPAGO FACIL 190,0.86,0.67,0.67,0,,0.20,0,,190,0.029,,,
12492,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME EXACTO 50,1.15,1.15,1.15,0,,0.20,0,,50,0.029,,,
11634,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,WOW PREMIUM,1,1,1,1000,,0.20,ilimitados,,199,0,,,
13173,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 750,0.80,0.69,0.69,0,,0.20,0,,750,0.03,,,
11814,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 500   PARAMOUNT    ,0.8,0.8,0.8,200,,0.20,6000,,529,0.029,,,
11291,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,SIN L  MITE 735,0.85,0.85,0.85,0,,0.20,ILIMITADO,,735,0.03,,,
11826,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,CC 260   PARAMOUNT    ,0.80,0.67,0.67,0,,0.20,0,,289,0.029,,,
12531,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,PYME FACIL INTELIGENTE 200,0.86,0.86,0.86,40,,0.20,1200,,200,0.029,,,
9801,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,NEGOCIO PLUS 525,0.88,0.88,0.88,200,,0.20,12000,,525,0.03,,,
12475,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,WOW B  SICO,1,1,1,1000,,0.20,10000,,99,0.029,,,
11809,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,INTELIGENTE 100   PARAMOUNT    ,1.15,1.15,1.15,20,,0.20,305,,129,0.029,,,
13730,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,TIGO GSM 260,0.85,0.85,0.85,0,,0.20,0,,260,0.03,,,
9832,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,PAQUETIGO MINUTOS NACIONALES 1,2.50,2.50,2.50,0,,0.20,0,,2.5,0.15,,,
7408,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,XXLARGE  SIMPLE ,0.80,0.66,0,0,,0.20,0,,750,0.02,,,
13741,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,FACTURA FIJA 400,0.80,0.69,0.69,0,,0.20,0,,400,0.03,,,
