ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DEPARTAMENTO,DESCRIPCION,COSTO_INSTALACION,TIPO_PAGO,OTROS_BENEFICIOS,NOMBRE_TARIFA_PLAN,ANCHO_BANDA_BAJADA,PRECIO_MENSUAL,ANCHO_BANDA_SUBIDA,DENOMINACION_TECNOLOGIA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Oruro,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Tarija,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Potosi,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Chuquisaca,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Beni,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5161,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Pando,,500,POSTPAGO,Velocidad contratada de hasta 95 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 7,85.5,8950,42.75,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,La Paz,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Cochabamba,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Santa Cruz,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Oruro,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Tarija,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Potosi,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Chuquisaca,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Beni,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5162,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Pando,,500,POSTPAGO,Velocidad contratada de hasta 105 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 8,94.5,9550,47.25,FIBRA
5163,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,La Paz,,500,POSTPAGO,Velocidad contratada de hasta 125 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 9,112.5,10300,56.25,FIBRA
5163,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Cochabamba,,500,POSTPAGO,Velocidad contratada de hasta 125 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 9,112.5,10300,56.25,FIBRA
5163,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Santa Cruz,,500,POSTPAGO,Velocidad contratada de hasta 125 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 9,112.5,10300,56.25,FIBRA
5163,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,Oruro,,500,POSTPAGO,Velocidad contratada de hasta 125 Mbps  El plan incluye un servicio de acceso asimetrico donde la velocidad minima esperada en condiciones normales de bajada es del 90  y de subida el 45  de la velocidad de contratada  El costo de instalacion o traslado de Bs 500 aplica a un contrato con una vigencia de 3 anos  Incluye hasta 1 5 km de Fibra Optica Urbana  en caso de ser instalacion de Fibra Optica Rural hasta 700 mts   Si el usuario solicita la baja del servicio antes de cumplir los 36 meses debera cancelar Bs 300 por cada mes faltante para la finalizacion del contrato  El costo por metro adicional de tendido de Fibra Optica es de Bs 50  La tarifa mensual incluye equipos CPE  Rango de 1 IP Publica  NOC   Herramientas de Monitoreo  Los planes superiores a 45 Mbps incluyen equipo CPE Avanzado  Planes validos a nivel nacional de acuerdo a la cobertura disponible y previa verificacion de factibilidad tecnica   El usuario debera cumplir cierto requisitos en cuanto a la provision de energia y caracteristicas de su equipo terminal tales como  Red LAN debidamente instalada y configurada  1 Unidad   Bandeja Disponible en el Rack  Puerto libre en el Hub o Switch  Para varias PC   S   puesta a tierra menor a 8 Ohm  Energia Electrica estable  Voltaje AC   220 V  instalacion de acometida y cableado interno del domicilio u oficinas    Las caracteristicas del servicio se encontraran detalladas en el contrato de provision del servicio  de acuerdo a la solicitud del usuario ,INTERNET ASIM  TRICO 9,112.5,10300,56.25,FIBRA
