ID_TARIFA,RAZON_SOCIAL,NOMBRE_COMERCIAL,DESCRIPCION,COSTO_INSTALACION,TIPO_PAGO,VIGENCIA_BOLSA,UNIDAD_VIGENCIA_BOLSA,NOMBRE_TARIFA_PLAN,MB_DISPONIBLES,PRECIO_MENSUAL,MINUTOS_COMBOS,DENOMINACION_TECNOLOGIA
5635,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,2,DIA,BOLSA DE VOZ   2 D  AS,0,4,4.5,VOZ
5480,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,COMPARTIDO M,30000,550,,INTERNET MOVIL
6739,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON MAS MEGAS BS  65XMB 3000,3000,65,0,PAQUETES
5636,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,5,DIA,BOLSA DE VOZ   5 D  AS,0,9.5,10.41,VOZ
7838,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,1,HORA,1 HORA X 2 BS,0,2,0,PAQUETES
5559,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   5,500,5,,INTERNET MOVIL
5637,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,30,DIA,N  MERO AMIGO,0,10,0,VOZ
5549,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO S,78750,629,,INTERNET MOVIL
5550,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO XL,846154,5499,,INTERNET MOVIL
5551,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO XXL,1666667,9999,,INTERNET MOVIL
6734,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON M  S MEGAS BS  100 X MB 6000,6000,100,0,PAQUETES
6735,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON MAS MEGAS BS  250XMB 16000,16000,250,0,PAQUETES
5371,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA  24 HORAS ,55,2,0,PAQUETES
5379,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,HORA,PAQUETIGOS NOCTURNOS,800,4.5,0,PAQUETES
6736,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON MAS MEGAS BS  30XMB 1000,1000,30,0,PAQUETES
5373,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO D  A  24 HORAS ,150,2.5,0,COMBOS
5552,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO XXXL,3000000,14999,,INTERNET MOVIL
5553,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   10,1000,10,,INTERNET MOVIL
5554,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   100,9000,100,,INTERNET MOVIL
5555,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   200,12000,200,,INTERNET MOVIL
5556,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   2 5,250,2.5,,INTERNET MOVIL
5557,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   30,3000,30,,INTERNET MOVIL
7839,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,6,HORA,6 HORAS X 5 9 BS,0,5.9,0,PAQUETES
5546,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,COMPARTIDO S,21000,450,,INTERNET MOVIL
5547,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO L,428571,2999,,INTERNET MOVIL
5548,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,CORPORATIVO M,166667,1249,,INTERNET MOVIL
5560,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   50,5000,50,,INTERNET MOVIL
5561,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,V INTERNET   7,700,7,,INTERNET MOVIL
5564,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,ADD ON EMPRENDEDOR,0,600,0,PAQUETES
5565,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,ADD ON GAMER,0,69,0,PAQUETES
5567,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,ADD ON ILIMITADO,0,300,0,PAQUETES
5568,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,ADD ON ILIMITADO PLUS,0,600,0,PAQUETES
5569,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,12,HORA,ADD ON NOCTURNO,0,29,0,PAQUETES
5571,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,ADD ON TELE ESTUDIO Y TELETRABAJO,0,19,0,PAQUETES
6737,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON MAS MEGAS BS  35XMB 1200,1200,35,0,PAQUETES
5610,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,PASE LIBRE REDES SOCIALES,0,49,0,PAQUETES
5611,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,1,MES,PASE LIBRE VIDEO,0,49,0,PAQUETES
5566,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,30,DIA,ADD ON HYPE MUSIC FULL CAT  LOGO   MULTIDEVICE,0,25,0,PAQUETES
6738,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON MAS MEGAS BS  55XMB 2000,2000,55,0,PAQUETES
6740,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,1,MES,ADD ON M  S MEGAS BS  85 X MB 5000,5000,85,0,PAQUETES
6961,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,7,DIA,PAQUETIGO 3800,3800,48,0,PAQUETES
5905,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   198,25600,198,,INTERNET MOVIL
5913,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   50,5120,50,,INTERNET MOVIL
4367,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,PAQUETIGO 4400,4400,35,0,PAQUETES
4842,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON GAMER POST PAGO,0,35,,INTERNET MOVIL
2819,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   230,55296,230,,INTERNET MOVIL
2818,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   200,45056,200,,INTERNET MOVIL
6962,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,7,DIA,PAQUETIGO 8800,8800,90,0,PAQUETES
3115,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON M  S MEGAS 150 PLUS,32000,150,,INTERNET MOVIL
3112,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON M  S MEGAS 50 PLUS,8000,50,,INTERNET MOVIL
3117,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON M  S MEGAS 300 PLUS,75000,300,,INTERNET MOVIL
6226,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,VIDEO STREAMING  YOUTUBE   AMAZON   NETFLIX   PLUTO   PARAMOUNT  X24HRSX5 9BS,1,5.9,0,PAQUETES
6225,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,WTF X 24HRS X 3 9BS,1,3.9,0,PAQUETES
6224,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,WHATSAPPFULL X 24HRS X 2BS,1,2,0,PAQUETES
7369,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,7,DIA,WHATSAPP ILIMITADO SEMANA,0,8,0,PAQUETES
6794,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,,,  WOW ,0,199,,INTERNET MOVIL
7214,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,GSM PLAN 100 LTE B  SICO BS 245,0,245,,INTERNET MOVIL
7217,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,GSM PLAN 103 LTE PREMIUM BS 645,0,645,,INTERNET MOVIL
6958,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,ADD ON TELETRABAJO Y TELEDUCACI  N ,0,35,,INTERNET MOVIL
7215,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,GSM PLAN 101 LTE INTERMEDIO BS 345,0,345,,INTERNET MOVIL
7216,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,GSM PLAN 102 LTE AVANZADO BS 445,0,445,,INTERNET MOVIL
7219,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN F  CIL LTE X SMALL  BS  195,0,195,,INTERNET MOVIL
7221,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN F  CIL LTE MEDIUM  BS  345,0,345,,INTERNET MOVIL
7228,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN  TIGO M2M B  SICO,0,35,,INTERNET MOVIL
7222,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN F  CIL LTE LARGE  BS  445,0,445,,INTERNET MOVIL
7220,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN F  CIL LTE SMALL  BS  245,0,245,,INTERNET MOVIL
7223,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN F  CIL LTE X LARGE  BS  645,0,645,,INTERNET MOVIL
7226,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,BOLSA DE MB NEGOCIO,2000000,19200,,INTERNET MOVIL
7224,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,BOLSA DE MB CORPORACIONES,10000000,84000,,INTERNET MOVIL
7225,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,BOLSA DE MB EMPRESA,8000000,73600,,INTERNET MOVIL
7252,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN TIGO M2M INICIAL,0,45,,INTERNET MOVIL
7253,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN  TIGO M2M INTERMEDIO,0,25,,INTERNET MOVIL
7254,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN  TIGO M2M SUPERIOR,0,15,,INTERNET MOVIL
7368,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,30,DIA,MEGA PAQUETIGO 1100,1100,33,0,PAQUETES
7348,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,,,PLAN  TIGO M2M AVANZADO,0,7,,INTERNET MOVIL
13644,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DE INTERNET RECARGADOS 2,750,10,0,PAQUETES
13635,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,450,6,0,PAQUETES
13645,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DE INTERNET RECARGADOS 3,1500,18.5,0,PAQUETES
13637,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,500,6.4,0,PAQUETES
7486,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO ILIMITADO VASTRIX,0,10,0,PAQUETES
7487,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,48,HORA,PAQUETIGO ILIMITADO VASTRIX,0,20,0,PAQUETES
7488,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,96,HORA,PAQUETIGO ILIMITADO VASTRIX,0,30,0,PAQUETES
7832,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 3800,3800,49,0,PAQUETES
7847,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,WHATSAPP   TIKTOK   FB   INSTA X 24 HRS X 5 9 BS,0,5.9,0,PAQUETES
13639,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,800,10.3,0,PAQUETES
7856,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,6,HORA,ZOOM MEET TEAMS CLASS MOODLE WEBEX X 6 HRS X 4 BS,0,4,0,PAQUETES
7855,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,2,HORA,ZOOM MEET TEAMS CLASS MOODLE WEBEX X 2 HRS X 1 80 BS,0,1.8,0,PAQUETES
13640,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,1600,20.3,0,PAQUETES
7843,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,6,HORA,NOCTURNO 21 00 A 6 59 AM X 4 9 BS,0,4.9,0,PAQUETES
13641,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,1100,14.2,0,PAQUETES
7874,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 800,800,12,0,PAQUETES
7889,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,800 MB X 6 BS,800,6,0,PAQUETES
7887,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,370 X 3BS,370,3,0,PAQUETES
7920,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,120,HORA,B   INSTA X 5 D  AS X 12 BS,0,12,0,PAQUETES
7919,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,168,HORA,WHATSAPP CHAT,0,8,0,PAQUETES
12683,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,5,DIA,YEII 10,1500,10,0,PAQUETES
13647,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,1,DIA,PAQUETIGO FACEBOOK,0,12.1,0,PAQUETES
12684,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,10,DIA,YEII 20,3200,20,0,PAQUETES
12685,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,15,DIA,YEII 30,5200,30,0,PAQUETES
13649,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,1000 MEGAS,1000,13,0,PAQUETES
13651,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,PAQUETIGO 600 X 3 DIAS,600,8.5,0,PAQUETES
13652,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,PAQUETIGO 1200 X 3 DIAS,1200,16.5,0,PAQUETES
13653,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,72,HORA,PAQUETIGO 100,100,1.5,0,PAQUETES
13657,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,720,HORA,PAQUETIGO MES  720 HORAS ,4000,120,0,PAQUETES
13648,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,3,DIA,PAQUETIGO 3 DIAS,900,12,0,PAQUETES
13656,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,7,DIA,PAQUETIGO SEMANAL,1200,35,0,PAQUETES
13643,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,3200,36.6,0,PAQUETES
13642,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,6400,73.2,0,PAQUETES
8049,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 1800,1800,26,0,PAQUETES
13638,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,550,7.1,0,PAQUETES
13636,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,3000,35,0,PAQUETES
13654,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,72,HORA,PAQUETIGO 1700   MIN,1700,21.5,1,PAQUETES
13655,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 2000,2000,30,0,PAQUETES
11047,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,15,DIA,NAVEGADOR 30,3072,30,8,COMBOS
8632,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 100,100,2,0,PAQUETES
8633,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 3100,3100,40,0,PAQUETES
13665,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO D  A  24 HORAS ,1500,20,0,COMBOS
8503,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,POSTPAGO,,,SOMOS WIFI POSTPAGO,0,179,,INTERNET MOVIL
8504,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,,,SOMOS WIFI PREPAGO,0,179,,INTERNET MOVIL
11062,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   15,1536,15,,INTERNET MOVIL
11771,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,30,MES,BOLSA RIDER ,0,49,0,PAQUETES
11063,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,4G POST   198,25600,198,,INTERNET MOVIL
13698,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,48,HORA,PAQUETIGO 2 DIAS  48 HORAS ,380,6,0,PAQUETES
13707,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,POSTPAGO,72,HORA,PAQUETIGO 2500   MIN,2500,30.3,0,PAQUETES
13705,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,24,HORA,PAQUETIGO DIA,350,4.8,0,PAQUETES
13703,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,12,HORA,PAQUETIGO NOCTURNO ILIMITADO POR 2 NOCHES,0,12,0,PAQUETES
11066,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   80,15360,80,,INTERNET MOVIL
13704,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,HORA,PAQUETIGO NOCTURNO ILIMITADO,0,8,0,PAQUETES
8663,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,24,HORA,BOLSA DIARIA 150MB 50MB HYPE MUSIC STATIONS,200,4,0,PAQUETES
8664,EMPRESA DE TELECOMUNICACIONES NUEVATEL PCS DE BOLIVIA S A  NUEVATEL PCS DE BOLIVIA S A ,NUEVATEL PCS,,,PREPAGO,7,DIA,BOLSA SEMANAL550MB 100MB HYPE MUSIC STATIONS,650,10,0,PAQUETES
11068,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   75,12288,75,,INTERNET MOVIL
11069,EMPRESA NACIONAL ENTEL S A ,ENTEL S.A.,,,POSTPAGO,,,PAQUETE CORP   50,8192,50,,INTERNET MOVIL
8812,TELEFONICA CELULAR DE BOLIVIA S A  TELECEL S A ,TELECEL S.A.,,,PREPAGO,5,DIA,MEGA PAQUETIGO 7000,7000,80,0,PAQUETES
